sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
APPL-00009178,2024-06-16,2024,Q2,June,Spain,Europe,Murcia,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Midnight,2687.88,0,1,2687.88,2687.88,EUR,0.92,2472.85,Online (Apple.com),Cash,Business,18–24,N/A,4.7,Returned
APPL-00009179,2024-07-30,2024,Q3,July,Spain,Europe,Murcia,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Gold,2376.86,3,2,2305.55,4611.1,EUR,0.92,4242.21,Carrier Store,Credit Card,Individual,25–34,N/A,,Kept
APPL-00009180,2024-09-24,2024,Q3,September,Spain,Europe,Murcia,Mac Pro (M2 Ultra),Mac,2 TB SSD,Starlight,7518.89,0,2,7518.89,15037.78,EUR,0.92,13834.76,Authorized Reseller,Credit Card,Education,45–54,N/A,4.4,Kept
APPL-00009181,2022-04-22,2022,Q2,April,Spain,Europe,Málaga,iPhone 15 Pro Max,iPhone,1 TB,Midnight,1222.11,5,5,1161.0,5805.0,EUR,0.92,5340.6,Corporate / B2B,Gift Card,Individual,35–44,New User,,Kept
APPL-00009182,2022-05-11,2022,Q2,May,Spain,Europe,Málaga,iPhone 15,iPhone,512 GB,Blue Titanium,815.56,2,1,799.25,799.25,EUR,0.92,735.31,Apple Store,Credit Card,Government,25–34,Android,,Returned
APPL-00009183,2023-01-08,2023,Q1,January,Spain,Europe,Málaga,AirPods Max,AirPods,N/A,Starlight,544.46,7,3,506.35,1519.05,EUR,0.92,1397.53,Apple Store,Gift Card,Education,45–54,N/A,3.7,Kept
APPL-00009184,2023-06-07,2023,Q2,June,Spain,Europe,Málaga,AirPods Pro (2nd Gen),AirPods,N/A,Sky,254.62,5,1,241.89,241.89,EUR,0.92,222.54,Carrier Store,Net Banking,Business,55+,N/A,3.0,Exchanged
APPL-00009185,2024-03-31,2024,Q1,March,Spain,Europe,Málaga,iPad Air (M1),iPad,512 GB,Blue,561.29,3,3,544.45,1633.35,EUR,0.92,1502.68,Third-Party Retailer,Debit Card,Individual,35–44,N/A,3.4,Kept
APPL-00009186,2024-05-22,2024,Q2,May,Spain,Europe,Málaga,AirPods (2nd Gen),AirPods,N/A,White,119.51,15,3,101.58,304.74,EUR,0.92,280.36,Carrier Store,Apple Pay,Individual,35–44,N/A,3.3,Kept
APPL-00009187,2024-05-23,2024,Q2,May,Spain,Europe,Málaga,iPhone 13 Mini,iPhone,128 GB,Green,616.31,5,1,585.49,585.49,EUR,0.92,538.65,Carrier Store,Net Banking,Government,18–24,iOS 15,3.7,Kept
APPL-00009188,2024-06-25,2024,Q2,June,Spain,Europe,Málaga,HomePod mini,Accessories,N/A,Space Gray,100.54,5,2,95.51,191.02,EUR,0.92,175.74,Apple Store,Cash,Individual,35–44,N/A,3.2,Returned
APPL-00009189,2024-11-19,2024,Q4,November,Spain,Europe,Málaga,iPhone 13,iPhone,512 GB,Black,748.8,0,3,748.8,2246.4,EUR,0.92,2066.69,Apple Store,Net Banking,Government,45–54,Android,4.5,Kept
APPL-00009190,2024-12-02,2024,Q4,December,Spain,Europe,Málaga,iPad Pro 11-inch (M2),iPad,128 GB,Purple,814.69,7,1,757.66,757.66,EUR,0.92,697.05,Corporate / B2B,EMI / Installment,Education,45–54,N/A,,Kept
APPL-00009191,2022-01-28,2022,Q1,January,Spain,Europe,Palma,MacBook Air 13-inch (M2),Mac,1 TB SSD,Gold,1169.4,0,1,1169.4,1169.4,EUR,0.92,1075.85,Online (Apple.com),Cash,Business,45–54,N/A,,Kept
APPL-00009192,2022-02-22,2022,Q1,February,Spain,Europe,Palma,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Silver,2034.76,2,1,1994.06,1994.06,EUR,0.92,1834.54,Online (Apple.com),Net Banking,Business,55+,N/A,4.1,Kept
APPL-00009193,2022-04-12,2022,Q2,April,Spain,Europe,Palma,iPad Pro 12.9-inch (M2),iPad,2 TB,Gold,1144.21,0,1,1144.21,1144.21,EUR,0.92,1052.67,Corporate / B2B,Apple Pay,Business,18–24,N/A,5.0,Exchanged
APPL-00009194,2022-06-08,2022,Q2,June,Spain,Europe,Palma,iPhone SE (3rd Gen),iPhone,1 TB,Silver,460.16,0,1,460.16,460.16,EUR,0.92,423.35,Carrier Store,Gift Card,Business,45–54,Android,4.9,Exchanged
APPL-00009195,2022-06-13,2022,Q2,June,Spain,Europe,Palma,iPhone 14 Plus,iPhone,256 GB,Black,847.52,7,7,788.19,5517.33,EUR,0.92,5075.94,Third-Party Retailer,Credit Card,Individual,25–34,Android,4.3,Kept
APPL-00009196,2022-10-28,2022,Q4,October,Spain,Europe,Palma,iPhone 14,iPhone,512 GB,Yellow,842.84,10,3,758.56,2275.68,EUR,0.92,2093.63,Carrier Store,Apple Pay,Education,45–54,iOS 17,3.4,Kept
APPL-00009197,2022-11-07,2022,Q4,November,Spain,Europe,Palma,Mac Pro (M2 Ultra),Mac,512 GB SSD,Silver,7088.4,15,1,6025.14,6025.14,EUR,0.92,5543.13,Carrier Store,Net Banking,Business,55+,N/A,5.0,Exchanged
APPL-00009198,2023-02-05,2023,Q1,February,Spain,Europe,Palma,Mac Pro (M2 Ultra),Mac,512 GB SSD,Silver,7259.32,7,3,6751.17,20253.51,EUR,0.92,18633.23,Apple Store,EMI / Installment,Individual,25–34,N/A,4.3,Kept
APPL-00009199,2023-07-27,2023,Q3,July,Spain,Europe,Palma,AirPods Max,AirPods,N/A,Starlight,573.64,10,1,516.28,516.28,EUR,0.92,474.98,Third-Party Retailer,Cash,Government,35–44,N/A,4.6,Returned
APPL-00009200,2023-11-08,2023,Q4,November,Spain,Europe,Palma,iPhone 13,iPhone,512 GB,Black,706.02,5,1,670.72,670.72,EUR,0.92,617.06,Third-Party Retailer,Net Banking,Education,55+,Other,3.6,Kept
APPL-00009201,2024-04-11,2024,Q2,April,Spain,Europe,Palma,Apple Watch SE (2nd Gen),Apple Watch,N/A,Black Titanium,266.1,0,1,266.1,266.1,EUR,0.92,244.81,Third-Party Retailer,Gift Card,Business,18–24,N/A,3.0,Kept
APPL-00009202,2024-04-12,2024,Q2,April,Spain,Europe,Palma,Apple Watch SE (2nd Gen),Apple Watch,N/A,Black Titanium,242.43,2,4,237.58,950.32,EUR,0.92,874.29,Online (Apple.com),Debit Card,Government,18–24,N/A,3.2,Kept
APPL-00009203,2024-07-12,2024,Q3,July,Spain,Europe,Palma,Mac mini (M2),Mac,1 TB SSD,Starlight,573.72,3,1,556.51,556.51,EUR,0.92,511.99,Apple Store,Net Banking,Individual,45–54,N/A,4.0,Kept
APPL-00009204,2024-09-17,2024,Q3,September,Spain,Europe,Palma,USB-C Woven Charge Cable,Accessories,N/A,Space Gray,27.23,15,1,23.15,23.15,EUR,0.92,21.3,Online (Apple.com),Cash,Individual,45–54,N/A,3.8,Kept
APPL-00009205,2024-09-29,2024,Q3,September,Spain,Europe,Palma,Magic Keyboard,Accessories,N/A,White,93.16,0,3,93.16,279.48,EUR,0.92,257.12,Corporate / B2B,Net Banking,Government,25–34,N/A,,Kept
APPL-00009206,2024-10-20,2024,Q4,October,Spain,Europe,Palma,iPhone 15 Plus,iPhone,128 GB,Silver,872.5,0,1,872.5,872.5,EUR,0.92,802.7,Third-Party Retailer,Debit Card,Education,18–24,Other,3.6,Kept
APPL-00009207,2024-12-02,2024,Q4,December,Spain,Europe,Palma,AirPods Pro (2nd Gen),AirPods,N/A,White,258.6,0,1,258.6,258.6,EUR,0.92,237.91,Third-Party Retailer,Debit Card,Business,25–34,N/A,,Kept
APPL-00009208,2024-12-11,2024,Q4,December,Spain,Europe,Palma,HomePod mini,Accessories,N/A,White,94.66,10,1,85.19,85.19,EUR,0.92,78.37,Carrier Store,Credit Card,Government,18–24,N/A,,Kept
APPL-00009209,2022-01-10,2022,Q1,January,Spain,Europe,Seville,iPad (10th Generation),iPad,128 GB,Purple,415.32,2,2,407.01,814.02,EUR,0.92,748.9,Online (Apple.com),Apple Pay,Individual,25–34,N/A,,Kept
APPL-00009210,2022-01-24,2022,Q1,January,Spain,Europe,Seville,AirPods Max,AirPods,N/A,Starlight,567.18,0,1,567.18,567.18,EUR,0.92,521.81,Online (Apple.com),Gift Card,Government,25–34,N/A,3.9,Kept
APPL-00009211,2022-02-26,2022,Q1,February,Spain,Europe,Seville,iPad (10th Generation),iPad,512 GB,Starlight,437.57,10,1,393.81,393.81,EUR,0.92,362.31,Corporate / B2B,Gift Card,Individual,18–24,N/A,4.9,Returned
APPL-00009212,2022-05-16,2022,Q2,May,Spain,Europe,Seville,Magic Trackpad,Accessories,N/A,Silver,130.09,7,1,120.98,120.98,EUR,0.92,111.3,Third-Party Retailer,Credit Card,Business,55+,N/A,4.9,Kept
APPL-00009213,2022-08-28,2022,Q3,August,Spain,Europe,Seville,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Midnight,1968.96,0,2,1968.96,3937.92,EUR,0.92,3622.89,Corporate / B2B,Gift Card,Individual,18–24,N/A,3.7,Kept
APPL-00009214,2022-09-19,2022,Q3,September,Spain,Europe,Seville,iPad Air (M1),iPad,64 GB,Silver,609.28,0,1,609.28,609.28,EUR,0.92,560.54,Apple Store,Apple Pay,Individual,18–24,N/A,,Kept
APPL-00009215,2022-11-20,2022,Q4,November,Spain,Europe,Seville,Apple Pencil (1st Gen),Accessories,N/A,Black,99.27,15,2,84.38,168.76,EUR,0.92,155.26,Corporate / B2B,Apple Pay,Individual,45–54,N/A,,Kept
APPL-00009216,2022-11-28,2022,Q4,November,Spain,Europe,Seville,iPad Pro 12.9-inch (M2),iPad,256 GB,Purple,1082.22,0,2,1082.22,2164.44,EUR,0.92,1991.28,Apple Store,Debit Card,Business,45–54,N/A,4.8,Kept
APPL-00009217,2022-12-18,2022,Q4,December,Spain,Europe,Seville,iPad Air (M1),iPad,512 GB,Blue,555.72,0,5,555.72,2778.6,EUR,0.92,2556.31,Carrier Store,Gift Card,Individual,25–34,N/A,,Returned
APPL-00009218,2023-03-29,2023,Q1,March,Spain,Europe,Seville,Apple Watch Series 8,Apple Watch,N/A,Titanium,314.46,2,1,308.17,308.17,EUR,0.92,283.52,Corporate / B2B,EMI / Installment,Individual,35–44,N/A,,Kept
APPL-00009219,2023-05-24,2023,Q2,May,Spain,Europe,Seville,iMac 24-inch (M3),Mac,256 GB SSD,Space Gray,1357.44,2,2,1330.29,2660.58,EUR,0.92,2447.73,Authorized Reseller,Apple Pay,Individual,55+,N/A,4.7,Kept
APPL-00009220,2023-07-06,2023,Q3,July,Spain,Europe,Seville,MacBook Air 13-inch (M2),Mac,512 GB SSD,Midnight,1150.6,0,3,1150.6,3451.8,EUR,0.92,3175.66,Authorized Reseller,Credit Card,Education,35–44,N/A,3.7,Kept
APPL-00009221,2023-08-03,2023,Q3,August,Spain,Europe,Seville,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Gold,2485.54,0,1,2485.54,2485.54,EUR,0.92,2286.7,Corporate / B2B,Debit Card,Government,45–54,N/A,4.6,Kept
APPL-00009222,2024-01-01,2024,Q1,January,Spain,Europe,Seville,Apple Pencil (1st Gen),Accessories,N/A,Silver,92.78,10,1,83.5,83.5,EUR,0.92,76.82,Corporate / B2B,Apple Pay,Business,18–24,N/A,4.2,Kept
APPL-00009223,2024-01-18,2024,Q1,January,Spain,Europe,Seville,iPad Pro 12.9-inch (M2),iPad,1 TB,Starlight,1031.65,0,1,1031.65,1031.65,EUR,0.92,949.12,Authorized Reseller,EMI / Installment,Government,35–44,N/A,,Returned
APPL-00009224,2024-02-21,2024,Q1,February,Spain,Europe,Seville,iPhone 14 Pro Max,iPhone,64 GB,White Titanium,1005.12,2,1,985.02,985.02,EUR,0.92,906.22,Online (Apple.com),Cash,Government,45–54,Android,,Kept
APPL-00009225,2024-03-07,2024,Q1,March,Spain,Europe,Seville,Apple Pencil (1st Gen),Accessories,N/A,Space Gray,96.54,7,3,89.78,269.34,EUR,0.92,247.79,Third-Party Retailer,Debit Card,Government,55+,N/A,,Kept
APPL-00009226,2024-03-16,2024,Q1,March,Spain,Europe,Seville,iPhone 13 Pro,iPhone,64 GB,Product Red,961.49,2,2,942.26,1884.52,EUR,0.92,1733.76,Authorized Reseller,Credit Card,Business,25–34,Android,,Kept
APPL-00009227,2024-05-28,2024,Q2,May,Spain,Europe,Seville,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Midnight,1934.69,5,1,1837.96,1837.96,EUR,0.92,1690.92,Carrier Store,Debit Card,Education,45–54,N/A,,Kept
APPL-00009228,2024-06-12,2024,Q2,June,Spain,Europe,Seville,iPhone 13 Pro Max,iPhone,64 GB,Midnight,1052.15,15,3,894.33,2682.99,EUR,0.92,2468.35,Authorized Reseller,Credit Card,Business,18–24,New User,3.7,Kept
APPL-00009229,2024-07-24,2024,Q3,July,Spain,Europe,Seville,iPad Pro 11-inch (M2),iPad,64 GB,Space Gray,820.77,0,1,820.77,820.77,EUR,0.92,755.11,Online (Apple.com),Gift Card,Education,18–24,N/A,,Kept
APPL-00009230,2024-07-26,2024,Q3,July,Spain,Europe,Seville,Apple Watch SE (2nd Gen),Apple Watch,N/A,Product Red,244.44,0,3,244.44,733.32,EUR,0.92,674.65,Corporate / B2B,Debit Card,Individual,18–24,N/A,,Kept
APPL-00009231,2022-01-15,2022,Q1,January,Spain,Europe,Valencia,iPad (10th Generation),iPad,256 GB,Starlight,422.75,3,1,410.07,410.07,EUR,0.92,377.26,Corporate / B2B,Net Banking,Individual,35–44,N/A,,Kept
APPL-00009232,2022-01-30,2022,Q1,January,Spain,Europe,Valencia,AirPods Max,AirPods,N/A,Starlight,568.22,0,1,568.22,568.22,EUR,0.92,522.76,Online (Apple.com),Credit Card,Individual,18–24,N/A,,Kept
APPL-00009233,2022-05-08,2022,Q2,May,Spain,Europe,Valencia,AirPods (3rd Gen),AirPods,N/A,White,170.2,0,7,170.2,1191.4,EUR,0.92,1096.09,Corporate / B2B,Debit Card,Individual,18–24,N/A,3.7,Kept
APPL-00009234,2022-07-29,2022,Q3,July,Spain,Europe,Valencia,iPhone 14 Plus,iPhone,128 GB,Silver,949.72,0,1,949.72,949.72,EUR,0.92,873.74,Carrier Store,Apple Pay,Individual,25–34,iOS 16,4.4,Kept
APPL-00009235,2022-10-03,2022,Q4,October,Spain,Europe,Valencia,Magic Keyboard,Accessories,N/A,White,101.05,0,4,101.05,404.2,EUR,0.92,371.86,Online (Apple.com),Apple Pay,Business,55+,N/A,4.2,Kept
APPL-00009236,2023-02-05,2023,Q1,February,Spain,Europe,Valencia,iPhone SE (3rd Gen),iPhone,64 GB,Black,403.87,0,1,403.87,403.87,EUR,0.92,371.56,Authorized Reseller,Debit Card,Education,18–24,Android,,Kept
APPL-00009237,2023-04-09,2023,Q2,April,Spain,Europe,Valencia,Apple Watch SE (2nd Gen),Apple Watch,N/A,Yellow,265.97,0,1,265.97,265.97,EUR,0.92,244.69,Third-Party Retailer,Net Banking,Education,55+,N/A,3.3,Kept
APPL-00009238,2023-05-27,2023,Q2,May,Spain,Europe,Valencia,Apple Watch Series 8,Apple Watch,N/A,Midnight,312.49,3,3,303.12,909.36,EUR,0.92,836.61,Authorized Reseller,Debit Card,Government,45–54,N/A,4.2,Kept
APPL-00009239,2023-08-29,2023,Q3,August,Spain,Europe,Valencia,iPhone 15 Pro Max,iPhone,64 GB,Starlight,1121.48,2,1,1099.05,1099.05,EUR,0.92,1011.13,Third-Party Retailer,Gift Card,Government,55+,New User,3.8,Kept
APPL-00009240,2024-01-01,2024,Q1,January,Spain,Europe,Valencia,iPad Pro 11-inch (M2),iPad,256 GB,Gold,752.09,15,1,639.28,639.28,EUR,0.92,588.14,Corporate / B2B,Cash,Government,35–44,N/A,3.8,Kept
APPL-00009241,2024-03-05,2024,Q1,March,Spain,Europe,Valencia,Magic Mouse,Accessories,N/A,White,80.44,0,1,80.44,80.44,EUR,0.92,74.0,Apple Store,Net Banking,Business,55+,N/A,3.8,Kept
APPL-00009242,2024-07-06,2024,Q3,July,Spain,Europe,Valencia,iPad Air (M1),iPad,64 GB,Blue,558.86,10,1,502.97,502.97,EUR,0.92,462.73,Online (Apple.com),Net Banking,Education,45–54,N/A,3.0,Exchanged
APPL-00009243,2024-07-28,2024,Q3,July,Spain,Europe,Valencia,iPhone 15,iPhone,64 GB,Midnight,774.16,0,2,774.16,1548.32,EUR,0.92,1424.45,Third-Party Retailer,Credit Card,Individual,25–34,iOS 16,,Returned
APPL-00009244,2022-02-23,2022,Q1,February,Spain,Europe,Valladolid,MacBook Air 15-inch (M2),Mac,1 TB SSD,Midnight,1353.08,0,1,1353.08,1353.08,EUR,0.92,1244.83,Carrier Store,Credit Card,Education,25–34,N/A,4.5,Kept
APPL-00009245,2022-08-01,2022,Q3,August,Spain,Europe,Valladolid,AirPods Max,AirPods,N/A,Sky,511.19,15,3,434.51,1303.53,EUR,0.92,1199.25,Authorized Reseller,Debit Card,Individual,35–44,N/A,,Kept
APPL-00009246,2022-10-25,2022,Q4,October,Spain,Europe,Valladolid,Apple Pencil (1st Gen),Accessories,N/A,Black,97.33,0,4,97.33,389.32,EUR,0.92,358.17,Carrier Store,Gift Card,Government,18–24,N/A,4.5,Kept
APPL-00009247,2023-01-21,2023,Q1,January,Spain,Europe,Valladolid,Mac Pro (M2 Ultra),Mac,1 TB SSD,Space Gray,6868.68,0,4,6868.68,27474.72,EUR,0.92,25276.74,Online (Apple.com),Cash,Government,18–24,N/A,3.2,Kept
APPL-00009248,2023-07-12,2023,Q3,July,Spain,Europe,Valladolid,iPhone SE (3rd Gen),iPhone,64 GB,Silver,462.14,0,2,462.14,924.28,EUR,0.92,850.34,Carrier Store,Debit Card,Government,35–44,iOS 16,4.2,Kept
APPL-00009249,2023-09-11,2023,Q3,September,Spain,Europe,Valladolid,iPad Air (M1),iPad,64 GB,Starlight,588.75,0,2,588.75,1177.5,EUR,0.92,1083.3,Third-Party Retailer,Debit Card,Government,18–24,N/A,,Kept
APPL-00009250,2024-01-17,2024,Q1,January,Spain,Europe,Valladolid,iPhone 14 Plus,iPhone,256 GB,Deep Purple,832.03,0,3,832.03,2496.09,EUR,0.92,2296.4,Corporate / B2B,Credit Card,Individual,35–44,iOS 16,3.8,Kept
APPL-00009251,2024-01-21,2024,Q1,January,Spain,Europe,Valladolid,AirPods Pro (2nd Gen),AirPods,N/A,Midnight,254.68,0,7,254.68,1782.76,EUR,0.92,1640.14,Apple Store,Credit Card,Individual,18–24,N/A,3.3,Kept
APPL-00009252,2024-03-12,2024,Q1,March,Spain,Europe,Valladolid,iPhone 14,iPhone,256 GB,Green,759.92,10,3,683.93,2051.79,EUR,0.92,1887.65,Third-Party Retailer,Cash,Individual,35–44,iOS 17,3.2,Exchanged
APPL-00009253,2024-03-12,2024,Q1,March,Spain,Europe,Valladolid,Magic Mouse,Accessories,N/A,Silver,82.51,0,1,82.51,82.51,EUR,0.92,75.91,Authorized Reseller,Debit Card,Government,55+,N/A,4.2,Kept
APPL-00009254,2024-05-17,2024,Q2,May,Spain,Europe,Valladolid,Magic Mouse,Accessories,N/A,Space Gray,76.62,3,1,74.32,74.32,EUR,0.92,68.37,Corporate / B2B,Gift Card,Business,18–24,N/A,3.3,Kept
APPL-00009255,2024-09-26,2024,Q3,September,Spain,Europe,Valladolid,Apple Pencil (1st Gen),Accessories,N/A,White,104.0,0,2,104.0,208.0,EUR,0.92,191.36,Apple Store,EMI / Installment,Education,55+,N/A,,Returned
APPL-00009256,2024-10-17,2024,Q4,October,Spain,Europe,Valladolid,AirPods Pro (2nd Gen),AirPods,N/A,White,241.7,5,1,229.61,229.61,EUR,0.92,211.24,Apple Store,Cash,Individual,55+,N/A,4.8,Kept
APPL-00009257,2024-11-08,2024,Q4,November,Spain,Europe,Valladolid,MacBook Air 15-inch (M2),Mac,256 GB SSD,Gold,1315.38,0,1,1315.38,1315.38,EUR,0.92,1210.15,Third-Party Retailer,Net Banking,Government,35–44,N/A,3.5,Kept
APPL-00009258,2024-12-16,2024,Q4,December,Spain,Europe,Valladolid,iPad Pro 12.9-inch (M2),iPad,256 GB,Starlight,1101.45,2,3,1079.42,3238.26,EUR,0.92,2979.2,Carrier Store,Cash,Business,55+,N/A,,Kept
APPL-00009259,2022-02-26,2022,Q1,February,Spain,Europe,Vigo,AirPods Pro (2nd Gen),AirPods,N/A,Midnight,248.28,0,1,248.28,248.28,EUR,0.92,228.42,Authorized Reseller,EMI / Installment,Education,55+,N/A,4.4,Kept
APPL-00009260,2022-05-03,2022,Q2,May,Spain,Europe,Vigo,Apple Watch Ultra 2,Apple Watch,N/A,Black Titanium,859.78,3,1,833.99,833.99,EUR,0.92,767.27,Third-Party Retailer,EMI / Installment,Education,35–44,N/A,3.8,Kept
APPL-00009261,2022-06-12,2022,Q2,June,Spain,Europe,Vigo,iPhone SE (3rd Gen),iPhone,64 GB,Product Red,394.96,0,1,394.96,394.96,EUR,0.92,363.36,Carrier Store,Credit Card,Individual,55+,iOS 15,4.7,Kept
APPL-00009262,2022-08-02,2022,Q3,August,Spain,Europe,Vigo,Magic Trackpad,Accessories,N/A,White,133.56,0,2,133.56,267.12,EUR,0.92,245.75,Online (Apple.com),Credit Card,Business,25–34,N/A,3.5,Kept
APPL-00009263,2022-11-25,2022,Q4,November,Spain,Europe,Vigo,AirPods Max,AirPods,N/A,Sky,542.45,0,6,542.45,3254.7,EUR,0.92,2994.32,Online (Apple.com),Cash,Education,25–34,N/A,4.8,Returned
APPL-00009264,2023-01-27,2023,Q1,January,Spain,Europe,Vigo,Apple Watch Ultra 2,Apple Watch,N/A,Natural,837.6,0,2,837.6,1675.2,EUR,0.92,1541.18,Apple Store,EMI / Installment,Government,25–34,N/A,4.1,Kept
APPL-00009265,2023-02-12,2023,Q1,February,Spain,Europe,Vigo,Apple Pencil (1st Gen),Accessories,N/A,Space Gray,93.8,3,3,90.99,272.97,EUR,0.92,251.13,Carrier Store,Debit Card,Individual,18–24,N/A,,Kept
APPL-00009266,2023-06-10,2023,Q2,June,Spain,Europe,Vigo,Apple Watch Series 8,Apple Watch,N/A,Natural,306.95,15,2,260.91,521.82,EUR,0.92,480.07,Authorized Reseller,Credit Card,Business,35–44,N/A,3.3,Kept
APPL-00009267,2023-07-18,2023,Q3,July,Spain,Europe,Vigo,Apple Pencil (1st Gen),Accessories,N/A,Space Gray,98.86,15,1,84.03,84.03,EUR,0.92,77.31,Online (Apple.com),Net Banking,Government,25–34,N/A,,Kept
APPL-00009268,2023-07-26,2023,Q3,July,Spain,Europe,Vigo,MacBook Air 15-inch (M2),Mac,2 TB SSD,Midnight,1394.38,3,1,1352.55,1352.55,EUR,0.92,1244.35,Apple Store,Cash,Education,25–34,N/A,,Kept
APPL-00009269,2023-09-14,2023,Q3,September,Spain,Europe,Vigo,iPad Pro 12.9-inch (M2),iPad,128 GB,Purple,1074.55,0,2,1074.55,2149.1,EUR,0.92,1977.17,Authorized Reseller,Debit Card,Individual,35–44,N/A,,Kept
APPL-00009270,2023-10-11,2023,Q4,October,Spain,Europe,Vigo,AirPods Pro (2nd Gen),AirPods,N/A,Starlight,237.59,0,4,237.59,950.36,EUR,0.92,874.33,Apple Store,Net Banking,Education,35–44,N/A,,Kept
APPL-00009271,2023-12-18,2023,Q4,December,Spain,Europe,Vigo,iPad Mini (6th Gen),iPad,64 GB,Starlight,470.78,0,1,470.78,470.78,EUR,0.92,433.12,Corporate / B2B,Debit Card,Education,18–24,N/A,4.5,Kept
APPL-00009272,2024-03-31,2024,Q1,March,Spain,Europe,Vigo,iPhone 15,iPhone,1 TB,Yellow,769.89,0,1,769.89,769.89,EUR,0.92,708.3,Carrier Store,Gift Card,Individual,55+,iOS 15,,Kept
APPL-00009273,2024-08-22,2024,Q3,August,Spain,Europe,Vigo,iPhone 14 Pro,iPhone,256 GB,Natural Titanium,934.51,0,3,934.51,2803.53,EUR,0.92,2579.25,Authorized Reseller,Apple Pay,Education,55+,Other,3.3,Kept
APPL-00009274,2024-12-19,2024,Q4,December,Spain,Europe,Vigo,MacBook Air 13-inch (M2),Mac,1 TB SSD,Starlight,1022.76,0,2,1022.76,2045.52,EUR,0.92,1881.88,Online (Apple.com),Cash,Business,35–44,N/A,,Kept
APPL-00009275,2022-01-24,2022,Q1,January,Spain,Europe,Zaragoza,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Starlight,2392.87,0,2,2392.87,4785.74,EUR,0.92,4402.88,Corporate / B2B,Gift Card,Individual,18–24,N/A,4.5,Kept
APPL-00009276,2022-03-03,2022,Q1,March,Spain,Europe,Zaragoza,AirPods Pro (2nd Gen),AirPods,N/A,Sky,268.88,10,2,241.99,483.98,EUR,0.92,445.26,Third-Party Retailer,Credit Card,Business,45–54,N/A,,Kept
APPL-00009277,2022-04-21,2022,Q2,April,Spain,Europe,Zaragoza,iPhone 15 Pro Max,iPhone,64 GB,Yellow,1196.48,0,1,1196.48,1196.48,EUR,0.92,1100.76,Online (Apple.com),Apple Pay,Government,45–54,iOS 15,4.3,Kept
APPL-00009278,2022-06-18,2022,Q2,June,Spain,Europe,Zaragoza,iPad Pro 12.9-inch (M2),iPad,1 TB,Gold,1036.03,15,2,880.63,1761.26,EUR,0.92,1620.36,Authorized Reseller,Cash,Government,45–54,N/A,3.8,Kept
APPL-00009279,2022-08-27,2022,Q3,August,Spain,Europe,Zaragoza,iPhone SE (3rd Gen),iPhone,1 TB,Black,401.36,0,1,401.36,401.36,EUR,0.92,369.25,Carrier Store,Apple Pay,Individual,45–54,iOS 16,4.3,Kept
APPL-00009280,2022-11-13,2022,Q4,November,Spain,Europe,Zaragoza,Magic Mouse,Accessories,N/A,Black,83.34,7,3,77.51,232.53,EUR,0.92,213.93,Online (Apple.com),Credit Card,Government,35–44,N/A,3.6,Kept
APPL-00009281,2022-11-28,2022,Q4,November,Spain,Europe,Zaragoza,USB-C Woven Charge Cable,Accessories,N/A,Space Gray,27.71,0,1,27.71,27.71,EUR,0.92,25.49,Corporate / B2B,Net Banking,Government,18–24,N/A,,Kept
APPL-00009282,2023-02-02,2023,Q1,February,Spain,Europe,Zaragoza,iPad (10th Generation),iPad,256 GB,Purple,466.94,0,4,466.94,1867.76,EUR,0.92,1718.34,Authorized Reseller,Debit Card,Education,18–24,N/A,4.1,Kept
APPL-00009283,2023-05-28,2023,Q2,May,Spain,Europe,Zaragoza,HomePod (2nd Gen),Accessories,N/A,Silver,307.56,0,1,307.56,307.56,EUR,0.92,282.96,Third-Party Retailer,Net Banking,Education,55+,N/A,,Kept
APPL-00009284,2023-06-14,2023,Q2,June,Spain,Europe,Zaragoza,Apple Pencil (2nd Gen),Accessories,N/A,Silver,124.44,2,1,121.95,121.95,EUR,0.92,112.19,Third-Party Retailer,EMI / Installment,Government,35–44,N/A,4.8,Exchanged
APPL-00009285,2023-07-06,2023,Q3,July,Spain,Europe,Zaragoza,Apple Watch Series 9,Apple Watch,N/A,Natural,382.98,0,2,382.98,765.96,EUR,0.92,704.68,Apple Store,Credit Card,Government,55+,N/A,,Kept
APPL-00009286,2023-07-17,2023,Q3,July,Spain,Europe,Zaragoza,iPhone 14 Pro,iPhone,128 GB,Product Red,963.74,2,1,944.47,944.47,EUR,0.92,868.91,Apple Store,Apple Pay,Business,25–34,New User,3.0,Exchanged
APPL-00009287,2024-01-21,2024,Q1,January,Spain,Europe,Zaragoza,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Space Gray,2062.76,2,1,2021.5,2021.5,EUR,0.92,1859.78,Online (Apple.com),Apple Pay,Government,55+,N/A,,Kept
